1.429536325630786475e+00,7.054305146953550043e-01,1.177970673155838366e+00,-1.121650808215190054e+01,4.172469440994772683e+00,1.813165426049034412e+00,-1.128404898033479142e+01,-4.056767753458563774e+00,-1.572104891460841003e+01,-3.813180966114289472e+00,4.545828398800056291e+00,-4.919454302894071596e+00,-8.629984547606332157e+00,1.693326981660905339e+00,-1.016071476409200436e+01,9.279825346204370717e+00,3.939168290840066700e+00,-9.991485704601338114e+00,-1.350103320503491244e-01,-1.024582897315863406e+01,1.880752466061617501e+00,6.102624945856874317e-02,6.890887150025799546e-01,8.713341069097780833e-01
1.458430313828489489e+01,-1.888881115212254436e+00,-1.433950583326898887e+01,-8.492227481363155972e-01,-8.033470755287029919e-01,1.365497777584918637e+01,-1.399928983461948606e+00,-1.520735387941254224e+01,-6.744657980159534993e+00,-7.858873583821543107e+00,-9.951491581193822711e+00,-3.055052367126698698e+00,-2.004011883401988570e+01,7.184230361180031998e+00,1.355018786409238274e+01,-3.896177460905971834e+00,9.634608758194106670e+00,-5.309574282327592876e+00,-1.499456619520919354e+01,-1.436403644108670896e+01,-1.160911159671172399e+01,-1.990524976229177767e+01,1.034473894845019615e+01,-2.854261910763345345e+00
5.965387551826022872e+00,-9.252853713355275289e+00,1.254765049909895502e+01,-2.281808569683573928e+00,-9.609269736391553351e+00,1.063557494706896591e+02,1.020894320059350378e+02,1.038250115428186433e+02,2.202479712793019129e+00,9.788477026793964697e+00,-9.645488626221193629e-01,-2.392775785802244037e+00,2.869960310044081364e+00,1.033315684032399595e+01,-6.693375637328664141e+00,7.677815895406114866e-01,6.821429826965323073e+00,-3.332101159328271223e+00,1.672583214291721632e+00,5.679221616237263959e+00,-5.375144015320143964e+00,1.432719363934201695e+01,8.922755746115068609e-01,1.017515323443859643e+01
-1.719551792300645232e+01,-1.338600723836575801e+00,1.727138636560937002e+01,9.676512963239824217e+01,1.056579211020066396e+02,8.151967034745116791e+01,9.770087040664564881e+01,1.165197223159205180e+02,8.132865842639984066e+01,9.057983181700451780e+01,3.050863605654593158e+01,4.536168097531759535e+00,-1.016808535675715675e+01,-8.316397630763455950e+00,-1.932310445405092736e+01,5.633079384567126979e+00,8.463249626926375058e+00,3.330409845049759898e+00,-7.954951444679936756e+00,-6.898840053577146580e-01,-6.229575640409024118e+00,7.159297583945113175e+00,2.327868129466115654e+00,1.503877365439437508e+00
3.261186210489365855e+00,-1.002892884599198098e+01,-8.390552924339125695e+00,1.200534554323336351e+02,9.146878813998438318e+01,1.031718483204324031e+02,8.918395573123491715e+01,1.028363400687453577e+02,1.023668823001725627e+02,1.040095223849666723e+02,1.456655318768057583e+01,-5.284590330283227999e+00,-4.517377820789981513e+00,-2.676489789384877582e+00,-7.817441231452503025e+00,2.598723356481663416e+00,-1.101265359818221157e+00,7.142540115366147191e+00,-1.270803014156792443e+01,-1.855762816224205380e+01,1.171089641030506456e+01,1.755689541327205916e+01,1.456542385365801717e+00,6.148241330951298877e+00
6.590273721781816363e-01,-9.133745605750473118e+00,9.906757730788191907e+01,1.169790457524189691e+02,9.311517895336206152e+01,8.526506437210605327e+01,9.535439721973641269e+01,9.874898131129134526e+01,1.101151905940440372e+02,1.071357875981550336e+02,1.001372320565144207e+02,-4.577558542174321232e+00,-6.613886875412623212e+00,2.135218125182995408e+01,7.797737916156944671e+00,-1.071490048211251533e+01,-1.726960392257190779e+00,1.042185804771819768e+01,1.381694325879168339e+01,1.982121355308561306e+01,2.572992750029726050e+00,-2.968828745451693063e+00,-8.509643232392829049e+00,-3.698217085432781825e+00
-1.263729616668133282e+01,-3.466087388143155312e+00,9.626810506015142721e+01,9.439033219329060387e+01,8.288478458642747171e+01,1.108626001407909882e+02,8.752750774850315452e+01,1.066013804073869835e+02,9.588539408033085465e+01,8.017072768295007279e+01,8.810981391010764696e+01,8.038481366706845543e-01,-1.812230651482950350e+01,-1.634122313435362406e+00,-4.322040652023628304e+00,2.025431774034234422e+01,3.843103271756043160e+00,6.172222091751602413e+00,-1.005888718966007112e+01,-4.394138970035021075e+00,8.779747751263933253e+00,2.690243953668917776e+00,1.187508128255415407e+01,1.025922630331358931e+01
8.934812608914485921e+00,8.981616092493666770e+00,9.120265197925195366e+01,1.051524983192626763e+02,9.655390842706266596e+01,8.971488989729360242e+01,1.059132546757655717e+02,7.939212909860884793e+01,9.163499999997412715e+01,7.435626640050467984e+01,1.051972594182002467e+02,4.983779906593035491e+00,3.766371062018374793e+00,-2.559907922751072462e+01,-3.103861055467742958e+01,-5.689031815684286286e+00,9.272196739183570457e+00,1.618914288172561200e+01,-1.480456320164436290e+00,-8.816284627788625983e+00,-2.835094930130864110e+00,-6.660526217313389452e-01,7.918933954972267486e+00,1.392410313823773116e+01
-2.504366913009477003e+00,1.372565473784240808e+01,1.830629849322018998e+01,8.139240024359341419e+01,9.466688092325138371e+01,1.058693550683825464e+02,9.342140358774800291e+01,9.933657597972775477e+01,9.652444185323604131e+01,9.978049835186727989e+01,2.495274112983341652e+01,-1.305376009664408699e+01,-8.493681726151292466e+00,-1.576897382083601862e+01,-6.931274013820662105e+00,-6.106893154775430710e-02,5.956186543074439843e-01,-1.061414779769604699e+01,8.100723748928643886e+00,3.828697834226612251e+00,-1.641357083413123519e+01,5.661702283408008185e+00,-7.494301641869560271e+00,1.120639351104108883e+01
3.617588700170746296e+00,-8.078350071075742989e+00,-4.602396351037030264e+00,8.422912860999929308e+01,1.104537218146532780e+02,1.048942363957559110e+02,8.920748070683895037e+01,9.397216369345690623e+01,9.511877653663501064e+01,1.053512178443382084e+02,7.093982825166049722e+00,7.918232997333785050e+00,-5.264852541510824935e+00,1.831609412435125961e+01,-1.180400679800110275e+01,2.020797553002872249e+01,1.123651733279030651e+01,7.012194955859926360e+00,1.438003918074827325e+01,1.972911922630611059e+01,-1.075383438433290806e+01,-3.483879105081705951e+00,-1.279871451857332154e+01,-8.306756545237947265e+00
